timestamp,heart_rate,systolic_bp,diastolic_bp,respiratory_rate,spo2,body_temp,glucose_level,activity_level,steps_per_min,anomaly
2024-01-01 00:26:00,63,135,80,17,99.08939433673629,36.82506901257853,92.47535381742817,light,61,0
2024-01-01 00:27:00,78,113,87,14,92.22205185129452,36.658384085361455,93.82737934379772,intense,48,1
2024-01-01 00:28:00,68,97,77,18,97.19697019403893,36.99426093662572,79.81528870613164,moderate,43,0
2024-01-01 00:29:00,72,89,85,14,93.84518182606125,36.55347640707577,107.81545411896158,intense,44,0
2024-01-01 00:30:00,68,138,70,11,96.94842298502647,35.90788356352226,90.32872678809309,moderate,56,0
2024-01-01 00:31:00,93,129,63,20,98.42764041669177,36.33613886562313,105.18291974750127,moderate,58,0
2024-01-01 00:32:00,74,121,85,12,100.0,36.276070687559525,117.48209830849942,light,41,0
2024-01-01 00:33:00,64,113,97,23,95.12366654312562,35.99794042103956,89.73402348439251,intense,51,0
2024-01-01 00:34:00,83,112,70,14,95.94859038939603,36.98470003317385,92.88575789948582,light,55,0
2024-01-01 00:35:00,62,103,92,22,96.80893418584893,36.713616654694746,115.21768998579824,moderate,51,0
2024-01-01 00:36:00,77,113,80,11,95.05093779707622,36.97697053290491,110.61134250028415,light,61,0
2024-01-01 00:37:00,55,88,66,19,98.95711945757851,37.06037567780169,109.02225368972296,light,51,0
2024-01-01 00:38:00,61,108,68,17,96.85981090926876,37.17823441838012,94.12919701220122,moderate,42,0
2024-01-01 00:39:00,76,115,80,18,97.2439140467521,37.003460870574386,78.45895553844538,moderate,42,0
2024-01-01 00:40:00,82,129,75,18,98.24034625354832,36.310195701602886,89.32249182348045,light,48,0
2024-01-01 00:41:00,76,119,66,14,96.85657696724918,37.08976276262548,84.85779227669524,intense,41,0
2024-01-01 00:42:00,73,131,63,12,95.36492174364827,36.91090236960385,108.72319471080722,moderate,47,0
2024-01-01 00:43:00,71,140,71,15,96.87395952340307,37.89505238956241,104.26782304930637,moderate,48,0
2024-01-01 00:44:00,60,135,81,16,95.28763728097323,36.8039591699365,91.02074612731353,intense,45,0
2024-01-01 00:45:00,67,127,79,14,97.21596177823297,36.99144989286646,93.5818670770672,resting,46,0
2024-01-01 00:46:00,70,120,74,16,98.99387544160359,36.752587195592845,107.13474488363207,moderate,43,1
2024-01-01 00:47:00,85,105,82,16,94.65004341545534,36.824447925348274,95.21003299741236,resting,41,0
2024-01-01 00:48:00,78,131,90,13,93.93525799711581,36.79069332295845,91.28279937134339,intense,45,0
2024-01-01 00:49:00,57,145,83,17,97.09849987183935,36.58268821189967,129.67886693491255,intense,53,0
2024-01-01 00:50:00,78,125,78,15,95.46440076651218,36.88867682887746,91.75563708001805,intense,49,0
2024-01-01 00:51:00,71,148,89,13,97.06349054882394,37.11088022106155,110.02959518979355,intense,45,1
2024-01-01 00:52:00,68,97,70,18,97.6408070412194,36.59024666031467,105.88863515332591,light,53,0
2024-01-01 00:53:00,81,102,77,13,92.71262754214293,37.21778664425511,77.15116102742243,light,49,0
2024-01-01 00:54:00,85,132,77,14,98.37969885531709,37.157155164799896,89.81509174795744,resting,50,0
2024-01-01 00:55:00,84,123,67,16,94.6606629940895,36.35986887408667,112.2868256011705,intense,40,0
2024-01-01 00:56:00,66,139,75,20,96.95530409887063,36.31815513719093,98.0277582111746,resting,42,0
2024-01-01 00:57:00,71,119,59,16,95.68123532912314,37.02407670005346,78.0259063145947,resting,48,0
2024-01-01 00:58:00,78,106,99,17,95.89608597043141,36.50623210751042,105.91732293183637,intense,45,0
2024-01-01 00:59:00,84,116,70,15,100.0,36.27714467636525,91.26543032239819,resting,58,0
2024-01-01 01:00:00,70,97,95,15,97.63853504159133,37.658448723076695,106.53838263217574,resting,43,0
2024-01-01 01:01:00,73,103,80,15,98.80937680590718,36.31683621785066,140.31661986258143,resting,45,1
2024-01-01 01:02:00,63,134,85,16,97.30188270840549,36.038202275920376,105.73658604959587,resting,56,0
2024-01-01 01:03:00,63,133,75,15,98.24002714930991,36.40815330578944,109.1825952440086,light,43,0
2024-01-01 01:04:00,83,125,82,20,97.8347567242869,36.91582409686128,96.19008206419304,resting,47,0
2024-01-01 01:05:00,88,94,86,14,97.50891228937365,36.836776038667104,83.20618513468679,intense,39,0
2024-01-01 01:06:00,74,114,86,10,99.21431181832936,37.743606715082414,115.35887379788639,resting,48,0
2024-01-01 01:07:00,85,101,87,24,97.31301090768854,36.41580352611361,90.91241071035574,intense,55,0
2024-01-01 01:08:00,78,137,76,15,100.0,36.918078203493955,96.56227448582668,intense,57,1
2024-01-01 01:09:00,68,111,75,19,98.92106314562487,37.36424444419457,126.90213303460888,light,49,0
2024-01-01 01:10:00,78,103,64,20,94.72091860452062,36.47049207575332,94.93438361952977,light,45,0
2024-01-01 01:11:00,90,120,85,18,96.64690058203404,37.151862104034485,118.22992197711815,resting,59,0
2024-01-01 01:12:00,74,110,90,15,97.79415519898134,35.88391444957051,105.81217176888153,resting,50,0
2024-01-01 01:13:00,90,142,96,16,97.08899367142408,37.67937726970537,91.70363440920208,moderate,45,0
2024-01-01 01:14:00,48,108,83,12,98.37374683794434,37.297378880753605,105.12110970139587,resting,53,1
2024-01-01 01:15:00,83,99,72,21,98.59403340966774,36.45966250139551,89.25367975983836,moderate,45,0
2024-01-01 01:16:00,75,87,63,13,94.28082602840207,37.21490888891685,113.5708766386112,moderate,44,0
2024-01-01 01:17:00,72,119,90,15,99.56215508943299,37.45659144972996,118.70640742508593,light,50,0
2024-01-01 01:18:00,75,111,62,16,96.00636506902791,36.15566570809163,100.73510693378225,intense,57,0
2024-01-01 01:19:00,55,98,76,15,95.80819098827048,36.500061050512606,120.13714640153896,moderate,46,0
2024-01-01 01:20:00,72,137,77,14,95.80175521458892,37.473041706921464,102.40110621031137,resting,61,0
2024-01-01 01:21:00,78,130,79,20,98.61715281198117,36.83373644471998,113.71769647051153,moderate,54,0
2024-01-01 01:22:00,89,119,80,18,96.46586460370443,37.01808308284974,144.26794896916905,light,53,0
2024-01-01 01:23:00,69,140,81,16,95.67289671132458,36.83509861430314,137.1267361869784,moderate,54,0
2024-01-01 01:24:00,66,129,55,14,96.15208168511293,37.2457444218329,97.2617175599575,moderate,58,0
2024-01-01 01:25:00,69,107,80,19,93.41061668216824,37.05646582027401,104.40257529162955,moderate,54,0
2024-01-01 01:26:00,84,104,57,14,95.31567247209702,36.853108631961,84.19066031890668,moderate,51,0
2024-01-01 01:27:00,78,132,87,20,94.5208329026938,35.74915367609134,111.97968413181123,moderate,52,0
2024-01-01 01:28:00,69,125,74,16,96.46166133900822,37.120005315257465,105.83825135453161,moderate,55,0
2024-01-01 01:29:00,80,122,58,19,98.32838654054719,37.164620488329604,88.38971720837677,moderate,50,0
2024-01-01 01:30:00,75,107,71,15,98.10775180186646,36.180230563621485,117.802727373897,light,50,0
2024-01-01 01:31:00,84,129,74,16,99.51350099509317,36.21420054588219,96.01585585589689,resting,55,0
2024-01-01 01:32:00,67,108,91,19,99.06795163459324,37.058799297834796,92.18638014601156,light,36,0
2024-01-01 01:33:00,71,118,81,22,95.94280657016324,36.897162534067135,105.99244465851511,moderate,45,0
2024-01-01 01:34:00,71,141,83,20,97.03814280150743,35.81260320903917,93.02390944710986,moderate,50,0
2024-01-01 01:35:00,60,110,91,18,96.93488781155716,36.388989147927205,99.52480709556814,intense,53,0
2024-01-01 01:36:00,77,96,79,17,92.69789463455622,36.95692154945102,126.19376069097906,light,59,1
2024-01-01 01:37:00,77,104,87,14,94.56548092618051,37.13833843458443,90.77972866424173,moderate,68,0
2024-01-01 01:38:00,75,134,86,16,96.66542664569778,36.5078403900871,110.1311422400623,intense,52,0
2024-01-01 01:39:00,72,123,67,13,96.65420712971839,36.726271755750815,91.24751256955483,light,57,0
2024-01-01 01:40:00,60,118,94,17,98.02465010841033,36.360323947152686,85.40212739552632,moderate,48,0
2024-01-01 01:41:00,70,112,65,17,97.9272832590717,37.461961837080764,98.77676331667605,intense,43,0
2024-01-01 01:42:00,71,127,89,10,93.45861499580053,36.887294138763004,140.26640173743604,intense,39,0
2024-01-01 01:43:00,66,107,64,16,98.03719346891506,36.46615585859262,111.72438590769809,moderate,52,1
2024-01-01 01:44:00,73,124,86,17,97.35717441290753,36.22184928391259,106.9307895234902,resting,45,0
2024-01-01 01:45:00,79,109,98,15,98.24674636328926,36.166556315600516,92.13171975572276,moderate,51,0
2024-01-01 01:46:00,93,106,77,17,99.13373117528317,37.70577735962616,94.23125574339605,intense,43,0
2024-01-01 01:47:00,76,110,77,11,96.71423405442405,36.71324407790244,77.7478416023589,resting,48,0
2024-01-01 01:48:00,77,114,86,13,99.49117647396017,36.60023945491087,126.92553975679941,resting,38,0
2024-01-01 01:49:00,74,119,76,19,95.22119909221391,36.69337809273414,104.03366306800856,light,40,0
2024-01-01 01:50:00,55,123,98,16,95.10852375925556,36.48489510693159,102.72923784524704,resting,62,0
2024-01-01 01:51:00,74,64,81,17,97.85754438027108,36.74649475346071,103.05771299685688,intense,55,0
2024-01-01 01:52:00,75,107,76,14,96.26246490938964,36.81746420180248,131.35224197744537,intense,53,0
2024-01-01 01:53:00,99,114,74,16,97.52326512923794,36.80750176607109,104.49250764154166,light,53,0
2024-01-01 01:54:00,73,142,70,9,100.0,36.16870110066177,97.11200736932057,intense,60,0
2024-01-01 01:55:00,78,103,73,18,97.78699014700796,37.24621549002409,126.9866730923802,intense,49,0
2024-01-01 01:56:00,74,122,76,21,97.42433907772823,36.52352028342971,98.05517334474983,intense,57,0
2024-01-01 01:57:00,63,142,75,12,95.26155924269631,36.47066832639459,74.6262384439377,light,41,0
2024-01-01 01:58:00,86,100,73,13,93.6000403867513,36.448086991733724,77.09490319138882,resting,38,0
2024-01-01 01:59:00,82,125,100,17,96.85490676945298,36.27376415343445,97.12435287057487,light,55,0
2024-01-01 02:00:00,82,107,69,20,99.1337404932164,36.933898832643656,104.3745806207465,resting,55,1
2024-01-01 02:01:00,65,112,81,15,96.35412398587866,37.24749098617,112.32918315868598,intense,45,0
2024-01-01 02:02:00,89,107,85,12,97.80292499841073,36.43850539068309,86.2254665354627,moderate,56,1
2024-01-01 02:03:00,60,109,86,15,99.85299454543717,35.87843710730911,96.62111976769606,light,53,0
2024-01-01 02:04:00,80,160,79,12,99.80303262646072,36.28644270119579,87.85524924707528,resting,55,0
2024-01-01 02:05:00,96,132,77,13,97.85763177520357,36.575857025352974,116.7057108624794,resting,44,0
2024-01-01 02:06:00,65,136,84,15,97.34021295731469,36.18428234428437,119.23629404024969,intense,42,0
2024-01-01 02:07:00,69,127,82,13,93.96273390199384,36.500634155498965,129.37393178422795,resting,51,0
2024-01-01 02:08:00,75,95,77,13,95.73961071164612,36.52423658785963,105.27302521408649,intense,67,0
2024-01-01 02:09:00,69,125,64,16,96.43848838396386,36.79225498894154,127.97943988945603,intense,58,0
2024-01-01 02:10:00,59,136,75,16,95.2953367771317,36.07252276687385,89.60646222852152,intense,56,0
2024-01-01 02:11:00,75,107,68,11,97.49690652590553,37.09005668649615,103.23912737100605,resting,48,0
2024-01-01 02:12:00,64,134,73,17,100.0,37.63046940934989,84.08771283196171,moderate,64,0
2024-01-01 02:13:00,79,130,80,14,100.0,37.514558602740046,108.60001112119414,light,42,0
2024-01-01 02:14:00,65,147,83,18,97.48775972366242,36.50797792635087,104.2711540786825,resting,52,0
2024-01-01 02:15:00,90,113,97,18,98.55886814404965,37.134327580579175,63.19229835953356,light,43,0
2024-01-01 02:16:00,67,103,74,14,95.54279136928776,37.075126902951006,116.64410585327172,resting,63,0
2024-01-01 02:17:00,71,114,87,17,99.9281787013376,36.77823741853538,112.83025036911371,intense,48,0
2024-01-01 02:18:00,83,141,83,13,93.87606680810964,36.88850282058756,91.66537505222618,light,61,0
2024-01-01 02:19:00,62,92,92,19,98.82565632217232,37.14152189842952,104.21826786724537,intense,41,0
2024-01-01 02:20:00,77,88,85,13,97.99117942039955,37.24168790218672,77.59387388385412,resting,63,0
2024-01-01 02:21:00,88,121,69,17,95.48828122649115,36.39416386829913,88.44669241535254,resting,34,0
2024-01-01 02:22:00,58,113,62,15,96.58242648652413,37.173845694991336,125.03619145337021,moderate,55,0
2024-01-01 02:23:00,76,120,83,12,94.73149459368788,37.63323126174272,82.68480272197526,light,55,0
2024-01-01 02:24:00,77,134,74,18,94.81671990439554,37.24109082100877,100.1431947634758,resting,45,0
2024-01-01 02:25:00,82,111,70,14,93.81789199875215,37.56823145764493,79.05458497636148,resting,43,0
2024-01-01 02:26:00,62,91,67,10,98.53502780440142,35.50824032157748,105.0691783018231,moderate,51,1
2024-01-01 02:27:00,61,150,81,7,99.41068993885337,37.09785453131404,108.44117657959386,moderate,48,0
2024-01-01 02:28:00,80,105,95,13,92.67638427237314,36.9321256349541,110.86195324690718,moderate,55,0
2024-01-01 02:29:00,77,104,75,20,100.0,37.31354234861178,107.01976005434048,intense,57,0
2024-01-01 02:30:00,77,136,85,19,96.97598352672632,36.2371869212108,121.40253310345949,moderate,55,0
2024-01-01 02:31:00,78,114,78,13,97.57970640975367,36.546929454114135,91.68957594318792,moderate,36,0
2024-01-01 02:32:00,68,119,67,14,94.05517432882985,37.250268366490324,84.12588253362159,light,60,0
2024-01-01 02:33:00,77,127,87,14,99.64165150032973,36.270165721271084,91.19240918265199,intense,48,0
2024-01-01 02:34:00,77,136,69,11,97.40050018633367,36.92115712872569,79.8065377545642,intense,39,0
2024-01-01 02:35:00,67,114,80,13,99.2776524795426,36.79153070854722,101.18169538291477,resting,44,0
2024-01-01 02:36:00,93,142,76,18,99.44171664129549,36.70203466656699,97.90567529121253,light,42,0
2024-01-01 02:37:00,79,87,88,17,99.66974884544254,37.086349321048445,107.16306012994819,moderate,58,0
2024-01-01 02:38:00,63,131,69,16,95.7034384482956,36.24224960631032,75.75637791152431,intense,51,0
2024-01-01 02:39:00,81,107,83,11,96.5840759842136,36.40994160918493,99.80481438011641,resting,50,0
2024-01-01 02:40:00,65,140,71,16,95.77659585054097,36.73037560227652,118.21721297973698,light,49,0
2024-01-01 02:41:00,82,122,74,9,98.79019292548257,36.19940881741454,108.58344168166946,moderate,43,0
2024-01-01 02:42:00,86,109,43,18,97.66577845872749,37.41546090116652,71.56696186394815,light,53,0
2024-01-01 02:43:00,66,129,100,16,99.13828972802648,36.40061643128497,99.82436565278282,light,50,0
2024-01-01 02:44:00,84,133,85,11,99.22547760611447,37.19316480002045,89.00837559321477,moderate,50,0
2024-01-01 02:45:00,79,129,72,20,93.54548101812219,36.36224834652634,100.19292828111413,resting,36,0
2024-01-01 02:46:00,83,104,68,10,99.70154026110774,37.15209860307137,94.29020241646658,moderate,48,0
2024-01-01 02:47:00,93,112,75,17,98.90172191553144,35.99557566277655,126.08944613634063,intense,64,0
2024-01-01 02:48:00,72,119,87,17,96.26155023362901,37.504307700522254,101.2856977408312,moderate,51,0
2024-01-01 02:49:00,67,119,61,12,97.69958553305926,37.367566502553316,104.75138071740656,light,45,0
2024-01-01 02:50:00,66,131,78,15,96.7526608568346,36.52370824593872,99.33904586546058,resting,54,0
2024-01-01 02:51:00,66,89,97,11,98.23211135726235,36.38717968396143,107.11675923926288,moderate,53,0
2024-01-01 02:52:00,74,125,68,7,96.25720723859024,37.02890125625006,96.74671996232634,intense,56,0
2024-01-01 02:53:00,78,115,80,12,97.95785448233822,36.036946889098125,111.60276719003893,resting,46,0
2024-01-01 02:54:00,77,107,102,14,97.1346106093187,36.817376043397125,94.12111775774646,light,50,0
2024-01-01 02:55:00,83,108,86,17,96.1356121930094,36.396205782541074,120.64680059991237,moderate,42,0
2024-01-01 02:56:00,75,116,81,16,97.38027248980411,36.67284494236101,107.44670644970802,resting,61,0
2024-01-01 02:57:00,89,65,85,16,100.0,36.478075614463165,97.71164075534851,resting,47,0
2024-01-01 02:58:00,72,109,75,12,95.62892674034863,36.400815683553105,112.63137746632883,light,38,0
2024-01-01 02:59:00,102,106,92,14,96.50011281747686,37.65239707881229,107.39545071323562,resting,55,0
2024-01-01 03:00:00,81,127,76,13,95.66377520073394,37.19027174166848,112.40972726792239,resting,43,0
2024-01-01 03:01:00,66,107,60,12,95.87356722894484,36.06006850891392,101.28615818119864,intense,44,0
2024-01-01 03:02:00,64,116,76,14,98.63154870677072,36.36209329761629,96.38218348382009,resting,63,0
2024-01-01 03:03:00,79,143,70,16,98.43176491927214,37.228724514667455,102.0291427370983,moderate,50,0
2024-01-01 03:04:00,72,134,77,14,96.98827299335738,37.28434342190225,92.49435087172327,intense,58,0
2024-01-01 03:05:00,82,133,77,15,99.05259317053823,36.10745865217358,114.68992966793408,intense,46,0
2024-01-01 03:06:00,79,112,91,18,98.58688659098863,37.14930242434565,122.0378022165108,moderate,48,0
2024-01-01 03:07:00,74,128,86,14,96.67533162794757,36.93251455806651,108.68556277378957,intense,55,0
2024-01-01 03:08:00,66,116,82,11,93.93227051641159,35.8291650174672,121.27236415249696,light,48,0
2024-01-01 03:09:00,59,117,79,17,98.65956601589801,36.59840114080334,116.90296819163896,light,40,0
2024-01-01 03:10:00,70,126,69,16,97.33932924200396,36.731918341824745,95.97622380442233,moderate,43,0
2024-01-01 03:11:00,83,111,58,16,97.04444692740118,36.82424590268367,112.53688750556138,resting,42,0
2024-01-01 03:12:00,77,142,81,17,96.06790395998057,36.13970860633999,80.75551158320289,intense,33,0
2024-01-01 03:13:00,62,117,87,17,98.48929789823264,36.41849224790764,102.7910316950223,moderate,59,0
2024-01-01 03:14:00,76,129,78,16,97.69699250485701,36.48852813067579,82.2646846453166,intense,52,0
2024-01-01 03:15:00,78,141,74,23,96.52634391439541,36.53216214167012,98.35516143638546,light,55,0
2024-01-01 03:16:00,66,135,84,12,94.54909090556218,36.54050127637359,78.40457805771749,light,64,0
2024-01-01 03:17:00,76,98,79,14,99.13585820376015,36.73368354454276,116.41456079059076,moderate,49,0
2024-01-01 03:18:00,75,126,96,18,98.20981044631175,36.95481830755521,94.07673801004312,intense,60,1
2024-01-01 03:19:00,63,132,92,16,97.51080579989119,37.68711286225729,113.59483830048978,light,58,0
2024-01-01 03:20:00,78,133,89,18,91.68645200977201,37.23544437677328,98.86719055952355,intense,48,0
2024-01-01 03:21:00,80,103,87,16,96.92421148576788,37.45843169475487,72.3369287886473,light,62,0
2024-01-01 03:22:00,85,110,67,20,96.51759259304868,36.55962215748816,92.7375682367511,light,48,0
2024-01-01 03:23:00,85,134,86,12,95.76300862989132,36.298038424878534,92.03932513586946,light,39,0
2024-01-01 03:24:00,61,108,83,20,98.50847055712858,37.20071263777366,99.7783375343894,light,56,0
2024-01-01 03:25:00,65,115,86,19,98.42972006833456,36.79189453005762,122.62052843975917,resting,34,0
2024-01-01 03:26:00,80,143,84,12,97.87364943438477,37.16515890006477,125.10425134002186,moderate,42,0
2024-01-01 03:27:00,80,119,84,17,99.07578182953549,36.35884988770748,96.5315176320837,intense,48,0
2024-01-01 03:28:00,80,109,107,15,94.95540297193232,37.12428854938382,81.09581912123326,light,45,0
2024-01-01 03:29:00,113,106,79,14,96.09269188646138,36.71237525679505,88.83836851470923,light,47,0
2024-01-01 03:30:00,80,124,89,10,97.14958452637161,36.56954950776586,107.1941375331708,light,59,0
2024-01-01 03:31:00,86,100,75,12,95.75599596154417,36.61662211717499,98.37636305143401,moderate,52,0
2024-01-01 03:32:00,84,116,87,18,98.45433844340708,37.04521670862393,76.3701633003776,intense,43,0
2024-01-01 03:33:00,81,124,89,18,95.95559830373661,37.18707065817219,92.44611114963459,moderate,59,0
2024-01-01 03:34:00,71,139,83,15,99.5967400088935,36.61679292113957,119.67360883374673,moderate,48,0
2024-01-01 03:35:00,82,130,96,18,95.13768119649961,36.972154914211664,104.38383936152289,light,48,0
2024-01-01 03:36:00,67,109,71,18,100.0,36.970408197166584,100.70937127840881,intense,56,0
2024-01-01 03:37:00,72,137,75,16,100.0,37.16916843001581,94.16809097295923,light,36,0
2024-01-01 03:38:00,70,115,82,13,96.8104937073693,37.293457596641574,93.1006353860016,moderate,56,0
2024-01-01 03:39:00,75,101,88,17,99.2923409018515,37.70561069363635,108.15940853317645,resting,49,0
2024-01-01 03:40:00,98,117,81,17,96.19914387898278,36.56741480673849,102.13091058967427,resting,53,0
2024-01-01 03:41:00,56,141,92,18,99.02657299646269,37.53000494983009,111.56524286360946,moderate,53,0
2024-01-01 03:42:00,81,122,73,18,96.64804333708646,36.858537187530665,108.19970918260094,light,58,0
2024-01-01 03:43:00,58,120,68,11,94.42912020298303,36.25259939729415,100.29580182386866,light,48,0
2024-01-01 03:44:00,70,144,83,14,89.9343636246422,36.47475775697636,105.76314701318493,intense,51,0
2024-01-01 03:45:00,85,98,79,10,96.46257310785877,37.0329800601081,91.11201279896554,intense,52,0
2024-01-01 03:46:00,75,100,85,18,97.55812501737059,37.16188035596274,99.27747053441958,resting,45,0
2024-01-01 03:47:00,64,95,79,15,99.66063285207244,36.29186607163608,120.11425633615437,light,58,0
2024-01-01 03:48:00,67,125,76,17,97.07325006430278,36.418057871690884,100.16065041518546,moderate,42,1
2024-01-01 03:49:00,81,122,79,11,99.00582026943518,36.53344167157054,96.74214174701561,light,54,0
2024-01-01 03:50:00,67,143,80,20,96.09211690555695,36.36831598905096,103.1572664406038,light,59,0
2024-01-01 03:51:00,77,123,76,12,96.3254420609371,35.859957504876256,82.51644497080125,moderate,44,0
2024-01-01 03:52:00,75,113,77,18,99.10807136505717,35.69034314351835,103.31272427207116,resting,53,0
2024-01-01 03:53:00,68,120,75,16,92.07065103066145,36.60909644225081,125.4406602420718,moderate,48,0
2024-01-01 03:54:00,96,121,88,15,97.02596765780584,36.92603964481318,87.87078468670799,light,53,0
2024-01-01 03:55:00,81,94,81,15,96.20007730088827,37.12779280337932,104.00582725398904,moderate,47,0
2024-01-01 03:56:00,54,160,102,14,99.72122240970457,36.11883296301278,99.64758638633302,intense,55,0
2024-01-01 03:57:00,76,127,81,19,95.94350741004035,36.12733044130365,99.26368907895232,intense,50,0
2024-01-01 03:58:00,68,123,74,16,98.0331699391402,36.53603569844782,98.99308375999313,intense,59,0
2024-01-01 03:59:00,83,129,106,12,98.8430339386694,36.801671226444284,110.71463325655978,intense,60,0
2024-01-01 04:00:00,67,130,84,14,94.01480801173918,37.3043908001984,83.52817988469077,moderate,50,0
2024-01-01 04:01:00,73,117,89,16,96.72125938345219,37.158861034595105,110.33010634861587,resting,48,0
2024-01-01 04:02:00,80,110,85,18,96.13672713182812,36.61608591442646,101.03701694375103,resting,48,1
2024-01-01 04:03:00,83,128,86,14,98.8925864936592,36.98007765230888,73.55916040215087,intense,43,0
2024-01-01 04:04:00,62,125,85,14,98.3501636816244,36.378230380434914,105.69757370945487,light,41,0
2024-01-01 04:05:00,71,107,68,16,96.53359593988164,36.83717287782491,101.70879835090001,moderate,50,0
2024-01-01 04:06:00,70,141,83,18,94.9051838991679,36.768788353483224,86.9236930336279,light,52,0
2024-01-01 04:07:00,68,124,66,11,99.07629339204018,37.50215114491399,102.40857413152179,intense,50,0
2024-01-01 04:08:00,92,130,78,17,96.86469444680243,37.046777541912725,80.25602769847836,moderate,49,0
2024-01-01 04:09:00,79,140,72,14,93.76324686866508,36.41460747699865,89.72944365706954,intense,56,0
2024-01-01 04:10:00,62,120,83,15,93.93523920206015,36.41972258709366,100.5546350037342,moderate,45,0
2024-01-01 04:11:00,84,124,83,22,97.87526686014596,36.6334542335526,74.71573844023047,intense,48,0
2024-01-01 04:12:00,96,132,84,15,94.44838761446896,36.01776699777846,82.72922382806823,resting,44,0
2024-01-01 04:13:00,85,109,82,18,100.0,36.6849898109266,84.97177661106737,moderate,39,0
2024-01-01 04:14:00,59,120,73,18,95.12585943128134,36.728170395175816,101.18758724575461,resting,60,0
2024-01-01 04:15:00,70,121,77,12,96.99927854928545,37.033263439483186,106.62008627716251,intense,41,0
2024-01-01 04:16:00,87,105,89,10,97.3182239323206,37.10606267607442,86.60796316395053,moderate,34,0
2024-01-01 04:17:00,67,154,90,18,95.54124452152631,36.84945820469402,85.76603525348338,light,53,0
2024-01-01 04:18:00,79,98,68,12,92.52034593884406,35.98500365668021,102.07168165061718,light,51,0
2024-01-01 04:19:00,82,100,64,11,97.38179019523245,36.18947673442613,101.66724848777194,moderate,38,0
2024-01-01 04:20:00,65,139,72,19,95.49352001979548,36.49744753820029,89.49641893144195,resting,47,0
2024-01-01 04:21:00,74,130,90,12,97.23307685523288,37.12614572431744,127.4308048391124,intense,57,0
2024-01-01 04:22:00,42,104,92,13,96.75533789552259,37.10926198553732,102.76586762623617,resting,63,0
2024-01-01 04:23:00,64,129,70,21,97.5265824961436,36.67528086345261,97.44752383968961,resting,71,0
2024-01-01 04:24:00,72,142,83,11,100.0,37.97986520488343,94.20864305706722,moderate,53,0
2024-01-01 04:25:00,62,119,98,12,95.90763397454576,37.58078379253284,115.13247931021864,light,45,0
2024-01-01 04:26:00,91,158,84,14,96.062310691315,37.41995969892595,108.17566593449162,intense,51,0
